protocol,observation_schedule,method,run_count,statistic,tracking_3d_mm,tracking_3d_mm_std,tracking_2d_px,tracking_2d_px_std,psnr_db,psnr_db_std,ssim,ssim_std,lpips_alex,lpips_alex_std
reconstruction_7to1,f1_stride5_full_0_4204_reanchored,pure_pbd,3,mean_sample_std,1.849968804590245,0.030712026024119987,31.73967130099024,0.581062153772179,17.201659861227416,0.00845881289708013,0.7731064939529119,0.0009533963818884163,0.4876881082210553,0.0005161834489124907
reconstruction_7to1,f1_stride5_full_0_4204_reanchored,pbd_alltracker_depth_rgb_residual,3,mean_sample_std,1.350187045697119,0.015959044054203606,23.57291300758483,0.3128938375053358,17.198907577224578,0.003539240204487217,0.7799970538217305,0.00018921294420945058,0.4834390058263627,0.00032153520369127074
reconstruction_7to1,f1_stride5_full_0_4204_reanchored,pbd_alltracker_depth_rgb_residual_online_stiffness,3,mean_sample_std,1.3556888802249596,0.02719533001113521,23.55162999448322,0.2772049614073907,17.19844757031086,0.003500929105637436,0.7804618830614368,0.0005962663606232076,0.4839412123342582,0.00018737760221598706
future_80to20,f2_stride5_train_0_3363_reanchored,pure_pbd,3,mean_sample_std,2.1106592810201974,0.06865533288154183,37.98757818687794,1.1058435532013484,16.994068478078063,0.007013157299677653,0.7548847452922326,0.0012401288923044964,0.4829790075053027,0.000651246134923204
future_80to20,f2_stride5_train_0_3363_reanchored,pbd_alltracker_depth_rgb_residual,3,mean_sample_std,1.971491307106822,0.0,34.7031551666038,0.0,16.972687890130505,0.0,0.7564278073458269,0.0,0.4818896533972301,0.0
future_80to20,f2_stride5_train_0_3363_reanchored,pbd_alltracker_depth_rgb_residual_online_stiffness,3,mean_sample_std,1.7974518008923608,0.03629802380415422,29.975967460454896,0.6325421824327089,17.010209176445954,0.005493717119935119,0.7671204008283098,0.0008453258185982737,0.477450702370418,0.0007468877780156765
