protocol,observation_schedule,method,run_count,tracking_3d_mm,tracking_2d_px,psnr_db,ssim,lpips_alex,fps
future_80to20,f1_train_0_1151,pure_pbd,1,1.6943935096459162,27.19985835398397,21.86092493949516,0.7498981306950251,0.4787907534175449,3.544066606713528
future_80to20,f1_train_0_1151,pbd_alltracker_depth_rgb_residual,1,1.6155125129678767,22.211383280061906,20.94172245653364,0.7362668988191419,0.494089895962841,1.6533515713051763
future_80to20,f1_train_0_1151,pbd_alltracker_depth_rgb_residual_online_stiffness,1,1.1991098418225339,15.997240646519968,20.929394345428502,0.7387655251142051,0.4887719034320778,0.28533916919188806
